date,totalDuration,inBedTime,outBedTime,sleepEfficiency,actualSleepDuration,wakeSleepTime,REMDuration,lightSleepDuration,deepSleepTime,inBedAwakePercentage,REMPercentage,lightSleepPercentage,deepSleepPercentage,sleepScore
2018-07-08 00:00:00,517,2018-07-07 20:52:00,2018-07-08 05:27:00,99.61315280464217,515,2,74.25,222.75,218,0.38684719535783363,14.361702127659575,43.08510638297872,42.16634429400387,85.77021276595744
2018-07-10 00:00:00,391,2018-07-09 22:15:00,2018-07-10 04:34:00,96.9309462915601,379,12,65.5,196.5,117,3.0690537084398977,16.751918158567776,50.25575447570333,29.923273657289002,75.27749360613811
2018-07-11 00:00:00,359,2018-07-10 22:55:00,2018-07-11 04:52:00,99.44289693593315,357,2,63.25,189.75,104,0.5571030640668524,17.618384401114206,52.85515320334262,28.969359331476323,78.88389972144847
2018-07-13 00:00:00,475,2018-07-12 20:25:00,2018-07-13 04:19:00,99.78947368421052,474,1,66.5,199.5,208,0.21052631578947367,14.0,42.0,43.78947368421053,85.9
2018-07-15 00:00:00,459,2018-07-14 22:24:00,2018-07-15 05:47:00,96.51416122004358,443,16,65.25,195.75,182,3.485838779956427,14.215686274509803,42.64705882352941,39.651416122004356,77.18039215686275
2018-07-15 00:00:00,456,2018-07-14 22:24:00,2018-07-15 05:47:00,97.14912280701755,443,13,65.25,195.75,182,2.8508771929824563,14.30921052631579,42.92763157894737,39.91228070175438,79.10197368421052
2018-07-16 00:00:00,267,2018-07-16 01:59:00,2018-07-16 06:26:00,99.25093632958801,265,2,52.75,158.25,54,0.7490636704119851,19.756554307116104,59.26966292134831,20.224719101123597,66.94352059925093
2018-07-17 00:00:00,476,2018-07-16 20:25:00,2018-07-17 04:14:00,98.52941176470588,469,7,76.0,228.0,165,1.4705882352941178,15.966386554621849,47.89915966386555,34.66386554621849,84.8563025210084
2018-07-18 00:00:00,329,2018-07-18 02:31:00,2018-07-18 07:41:00,94.22492401215806,310,19,60.75,182.25,67,5.775075987841945,18.465045592705167,55.3951367781155,20.364741641337385,62.26455927051671
2018-07-22 00:00:00,487,2018-07-22 00:47:00,2018-07-22 08:50:00,99.17864476386038,483,4,85.0,255.0,143,0.8213552361396304,17.453798767967147,52.36139630390144,29.363449691991786,88.58993839835729
2018-07-23 00:00:00,403,2018-07-22 23:37:00,2018-07-23 06:02:00,95.53349875930522,385,18,74.25,222.75,88,4.4665012406947895,18.424317617866006,55.272952853598014,21.83622828784119,74.81161290322581
2018-07-24 00:00:00,569,2018-07-23 20:35:00,2018-07-24 05:44:00,96.48506151142355,549,20,97.75,293.25,158,3.51493848857645,17.1792618629174,51.5377855887522,27.768014059753956,78.63304042179263
2018-07-25 00:00:00,468,2018-07-24 22:53:00,2018-07-25 06:41:00,94.44444444444444,442,26,74.25,222.75,145,5.555555555555555,15.865384615384615,47.59615384615385,30.982905982905983,73.32499999999999
2018-07-25 00:00:00,468,2018-07-24 22:53:00,2018-07-25 06:41:00,94.44444444444444,442,26,74.25,222.75,145,5.555555555555555,15.865384615384615,47.59615384615385,30.982905982905983,73.32499999999999
2018-07-26 00:00:00,549,2018-07-25 22:40:00,2018-07-26 07:49:00,97.26775956284153,534,15,79.75,239.25,215,2.73224043715847,14.526411657559198,43.5792349726776,39.162112932604735,78.18433515482695
2018-07-27 00:00:00,533,2018-07-26 21:18:00,2018-07-27 05:56:00,97.18574108818011,518,15,71.75,215.25,231,2.8142589118198873,13.461538461538462,40.38461538461539,43.33958724202627,76.8
2018-07-29 00:00:00,470,2018-07-28 21:56:00,2018-07-29 05:46:00,96.80851063829788,455,15,72.25,216.75,166,3.1914893617021276,15.372340425531915,46.11702127659574,35.319148936170215,79.28404255319148
2018-07-31 00:00:00,500,2018-07-30 22:51:00,2018-07-31 06:52:00,96.2,481,19,79.25,237.75,164,3.8,15.85,47.55,32.8,77.505
2018-08-01 00:00:00,452,2018-07-31 22:51:00,2018-08-01 06:23:00,95.79646017699115,433,19,72.75,218.25,142,4.20353982300885,16.095132743362832,48.2853982300885,31.41592920353982,77.82367256637168
2018-08-02 00:00:00,522,2018-08-01 22:20:00,2018-08-02 06:57:00,99.04214559386973,517,5,83.25,249.75,184,0.9578544061302682,15.948275862068966,47.8448275862069,35.24904214559387,86.03275862068966
2018-08-04 00:00:00,407,2018-08-03 22:37:00,2018-08-04 05:23:00,99.75429975429975,406,1,63.5,190.5,152,0.2457002457002457,15.601965601965603,46.80589680589681,37.34643734643735,84.70255528255528
2018-08-04 00:00:00,417,2018-08-03 22:37:00,2018-08-04 05:23:00,97.3621103117506,406,11,63.5,190.5,152,2.6378896882494005,15.227817745803357,45.68345323741007,36.45083932853717,78.21616306954436
2018-08-05 00:00:00,553,2018-08-04 21:40:00,2018-08-05 06:51:00,99.63833634719711,551,2,93.5,280.5,177,0.3616636528028933,16.907775768535263,50.723327305605785,32.00723327305606,89.08010849909584
2018-08-07 00:00:00,548,2018-08-06 20:34:00,2018-08-07 05:40:00,99.63503649635037,546,2,83.75,251.25,211,0.36496350364963503,15.282846715328468,45.8485401459854,38.503649635036496,86.967700729927
2018-08-08 00:00:00,309,2018-08-08 02:11:00,2018-08-08 07:13:00,97.73462783171522,302,7,61.75,185.25,55,2.26537216828479,19.983818770226538,59.95145631067961,17.79935275080906,67.95831715210356
2018-08-10 00:00:00,463,2018-08-09 22:49:00,2018-08-10 06:15:00,96.32829373650108,446,17,76.5,229.5,140,3.67170626349892,16.52267818574514,49.56803455723542,30.237580993520517,79.57948164146867
2018-08-10 00:00:00,449,2018-08-09 22:49:00,2018-08-10 06:15:00,99.33184855233853,446,3,76.5,229.5,140,0.6681514476614699,17.037861915367483,51.11358574610245,31.180400890868597,88.64922048997772
2018-08-11 00:00:00,533,2018-08-10 22:43:00,2018-08-11 07:30:00,98.87429643527204,527,6,87.75,263.25,176,1.125703564727955,16.463414634146343,49.390243902439025,33.02063789868668,86.10243902439024
2018-08-12 00:00:00,574,2018-08-11 21:22:00,2018-08-12 06:36:00,96.51567944250871,554,20,88.75,266.25,199,3.484320557491289,15.461672473867596,46.38501742160279,34.66898954703833,76.40017421602788
2018-08-13 00:00:00,427,2018-08-12 23:50:00,2018-08-13 06:54:00,99.29742388758783,424,3,64.25,192.75,167,0.702576112412178,15.046838407494144,45.140515222482435,39.11007025761124,86.06088992974239
2018-08-13 00:00:00,442,2018-08-12 23:50:00,2018-08-13 06:54:00,95.92760180995475,424,18,64.25,192.75,167,4.072398190045249,14.536199095022624,43.60859728506787,37.782805429864254,76.3970588235294
2018-08-14 00:00:00,465,2018-08-13 21:51:00,2018-08-14 05:30:00,98.70967741935483,459,6,80.75,242.25,136,1.2903225806451613,17.365591397849464,52.096774193548384,29.247311827956988,87.2752688172043
2018-08-15 00:00:00,400,2018-08-14 21:57:00,2018-08-15 04:31:00,98.5,394,6,66.0,198.0,130,1.5,16.5,49.5,32.5,80.94999999999999
2018-08-16 00:00:00,312,2018-08-16 00:40:00,2018-08-16 05:31:00,93.26923076923077,291,21,40.75,122.25,128,6.730769230769231,13.060897435897436,39.18269230769231,41.02564102564103,50.99916666666667
2018-08-16 00:00:00,295,2018-08-16 00:40:00,2018-08-16 05:31:00,98.64406779661017,291,4,40.75,122.25,128,1.3559322033898304,13.813559322033898,41.440677966101696,43.389830508474574,62.17762711864407
2018-08-18 00:00:00,427,2018-08-17 22:35:00,2018-08-18 05:36:00,98.59484777517564,421,6,56.5,169.5,195,1.405152224824356,13.231850117096018,39.695550351288055,45.667447306791566,81.90140515222481
2018-08-20 00:00:00,398,2018-08-19 22:09:00,2018-08-20 04:31:00,95.97989949748744,382,16,69.75,209.25,103,4.0201005025125625,17.525125628140703,52.57537688442211,25.87939698492462,74.36266331658291
2018-08-21 00:00:00,444,2018-08-20 21:56:00,2018-08-21 05:05:00,96.62162162162163,429,15,52.25,156.75,220,3.3783783783783785,11.768018018018019,35.304054054054056,49.549549549549546,74.59842342342343
2018-08-22 00:00:00,430,2018-08-21 21:16:00,2018-08-22 04:15:00,97.44186046511628,419,11,59.75,179.25,180,2.558139534883721,13.895348837209303,41.68604651162791,41.86046511627907,78.56395348837209
2018-08-24 00:00:00,519,2018-08-23 19:50:00,2018-08-24 04:08:00,95.95375722543352,498,21,82.0,246.0,170,4.046242774566474,15.79961464354528,47.39884393063584,32.75529865125241,76.23949903660886
2018-08-27 00:00:00,432,2018-08-26 21:49:00,2018-08-27 04:52:00,97.91666666666667,423,9,66.0,198.0,159,2.0833333333333335,15.277777777777779,45.833333333333336,36.80555555555556,82.7611111111111
2018-08-28 00:00:00,399,2018-08-27 22:15:00,2018-08-28 04:36:00,95.48872180451127,381,18,55.0,165.0,161,4.511278195488722,13.784461152882205,41.35338345864662,40.35087719298246,68.13979949874687
2018-08-28 00:00:00,388,2018-08-27 22:15:00,2018-08-28 04:36:00,98.19587628865979,381,7,55.0,165.0,161,1.8041237113402062,14.175257731958762,42.52577319587629,41.49484536082474,75.24783505154639
2018-08-29 00:00:00,428,2018-08-28 21:26:00,2018-08-29 04:24:00,97.66355140186916,418,10,75.0,225.0,118,2.336448598130841,17.523364485981308,52.570093457943926,27.570093457943926,83.7203738317757
2018-08-30 00:00:00,641,2018-08-29 21:20:00,2018-08-30 08:01:00,92.97971918876755,596,45,87.0,261.0,248,7.02028081123245,13.57254290171607,40.71762870514821,38.68954758190328,58.94430577223089
2018-08-31 00:00:00,445,2018-08-30 21:50:00,2018-08-31 05:00:00,96.62921348314607,430,15,70.25,210.75,149,3.3707865168539324,15.786516853932584,47.359550561797754,33.48314606741573,79.82247191011236
2018-08-31 00:00:00,434,2018-08-30 21:50:00,2018-08-31 05:00:00,99.07834101382488,430,4,70.25,210.75,149,0.9216589861751152,16.18663594470046,48.55990783410138,34.33179723502304,86.9426267281106
2018-09-01 00:00:00,448,2018-08-31 22:37:00,2018-09-01 05:46:00,95.75892857142857,429,19,78.75,236.25,114,4.241071428571429,17.578125,52.734375,25.446428571428573,79.75156249999999
2018-09-01 00:00:00,432,2018-08-31 22:37:00,2018-09-01 05:46:00,99.30555555555556,429,3,78.75,236.25,114,0.6944444444444444,18.229166666666668,54.6875,26.38888888888889,90.19791666666667
2018-09-02 00:00:00,445,2018-09-02 00:02:00,2018-09-02 07:19:00,98.20224719101124,437,8,69.25,207.75,160,1.797752808988764,15.561797752808989,46.68539325842696,35.95505617977528,83.73033707865169
2018-09-02 00:00:00,458,2018-09-02 00:02:00,2018-09-02 07:19:00,95.41484716157206,437,21,69.25,207.75,160,4.585152838427947,15.120087336244541,45.36026200873363,34.93449781659389,75.35611353711789
2018-09-03 00:00:00,422,2018-09-02 22:08:00,2018-09-03 04:56:00,96.6824644549763,408,14,74.25,222.75,111,3.3175355450236967,17.59478672985782,52.78436018957346,26.303317535545023,79.81322274881516
2018-09-03 00:00:00,416,2018-09-02 22:08:00,2018-09-03 04:56:00,98.07692307692308,408,8,74.25,222.75,111,1.9230769230769231,17.848557692307693,53.54567307692308,26.682692307692307,83.743125
2018-09-04 00:00:00,521,2018-09-03 20:30:00,2018-09-04 04:54:00,96.73704414587333,504,17,103.25,309.75,91,3.2629558541266794,19.817658349328216,59.452975047984644,17.46641074856046,81.32936660268714
2018-09-05 00:00:00,407,2018-09-04 22:23:00,2018-09-05 04:55:00,96.31449631449631,392,15,57.0,171.0,164,3.6855036855036856,14.004914004914005,42.01474201474201,40.29484029484029,71.9863882063882
2018-09-07 00:00:00,492,2018-09-06 20:04:00,2018-09-07 04:02:00,97.15447154471545,478,14,62.5,187.5,228,2.845528455284553,12.703252032520325,38.109756097560975,46.34146341463415,76.41422764227642
2018-09-10 00:00:00,480,2018-09-09 20:49:00,2018-09-10 04:35:00,97.08333333333333,466,14,74.25,222.75,169,2.9166666666666665,15.46875,46.40625,35.208333333333336,80.00937499999999
2018-09-12 00:00:00,464,2018-09-11 21:29:00,2018-09-12 04:53:00,95.6896551724138,444,20,72.25,216.75,155,4.310344827586207,15.571120689655173,46.713362068965516,33.4051724137931,76.54245689655173
2018-09-13 00:00:00,512,2018-09-12 20:14:00,2018-09-13 04:40:00,98.828125,506,6,77.75,233.25,195,1.171875,15.185546875,45.556640625,38.0859375,84.44121093749999
2018-09-14 00:00:00,510,2018-09-13 20:10:00,2018-09-14 04:40:00,99.6078431372549,508,2,86.0,258.0,164,0.39215686274509803,16.862745098039216,50.588235294117645,32.15686274509804,89.02156862745097
2018-09-15 00:00:00,385,2018-09-14 22:06:00,2018-09-15 04:16:00,96.1038961038961,370,15,62.75,188.25,119,3.896103896103896,16.2987012987013,48.896103896103895,30.90909090909091,71.44831168831169
2018-09-15 00:00:00,383,2018-09-14 22:06:00,2018-09-15 04:16:00,96.60574412532637,370,13,62.75,188.25,119,3.3942558746736293,16.383812010443865,49.15143603133159,31.070496083550914,72.75895561357703
2018-09-17 00:00:00,368,2018-09-16 22:23:00,2018-09-17 04:16:00,95.92391304347827,353,15,62.75,188.25,102,4.076086956521739,17.05163043478261,51.15489130434783,27.717391304347824,69.7071195652174
2018-09-17 00:00:00,354,2018-09-16 22:23:00,2018-09-17 04:16:00,99.71751412429379,353,1,62.75,188.25,102,0.2824858757062147,17.725988700564972,53.17796610169491,28.8135593220339,78.98378531073448
2018-09-19 00:00:00,508,2018-09-18 20:19:00,2018-09-19 04:28:00,96.25984251968504,489,19,83.5,250.5,155,3.7401574803149606,16.437007874015748,49.311023622047244,30.511811023622048,78.26811023622047
2018-09-20 00:00:00,461,2018-09-19 21:05:00,2018-09-20 04:29:00,96.31236442516268,444,17,65.75,197.25,181,3.6876355748373104,14.262472885032539,42.78741865509761,39.26247288503254,76.6412147505423
2018-09-21 00:00:00,443,2018-09-20 21:27:00,2018-09-21 04:29:00,95.25959367945823,422,21,74.5,223.5,124,4.74040632054176,16.817155756207676,50.45146726862303,27.99097065462754,77.56230248306997
2018-09-22 00:00:00,504,2018-09-21 20:14:00,2018-09-22 04:23:00,97.02380952380952,489,15,95.5,286.5,107,2.9761904761904763,18.9484126984127,56.845238095238095,21.23015873015873,83.93293650793652
2018-09-22 00:00:00,508,2018-09-21 20:14:00,2018-09-22 04:23:00,96.25984251968504,489,19,95.5,286.5,107,3.7401574803149606,18.799212598425196,56.39763779527559,21.062992125984252,81.33897637795275
2018-09-23 00:00:00,527,2018-09-22 19:54:00,2018-09-23 04:40:00,99.81024667931689,526,1,82.25,246.75,197,0.18975332068311196,15.607210626185958,46.821631878557874,37.381404174573056,87.98937381404176
2018-09-23 00:00:00,527,2018-09-22 19:54:00,2018-09-23 04:40:00,99.81024667931689,526,1,82.25,246.75,197,0.18975332068311196,15.607210626185958,46.821631878557874,37.381404174573056,87.98937381404176
2018-09-24 00:00:00,547,2018-09-23 19:14:00,2018-09-24 04:15:00,98.90310786106033,541,6,90.25,270.75,180,1.0968921389396709,16.49908592321755,49.49725776965265,32.90676416819013,86.14881170018282
2018-09-26 00:00:00,445,2018-09-25 21:00:00,2018-09-26 04:15:00,97.75280898876404,435,10,61.5,184.5,189,2.247191011235955,13.820224719101123,41.46067415730337,42.47191011235955,80.26629213483146
2018-09-28 00:00:00,473,2018-09-27 21:47:00,2018-09-28 05:35:00,98.94291754756871,468,5,83.75,251.25,133,1.0570824524312896,17.7061310782241,53.118393234672304,28.118393234672304,88.31797040169133
2018-09-30 00:00:00,389,2018-09-29 22:29:00,2018-09-30 04:44:00,96.40102827763496,375,14,65.0,195.0,115,3.5989717223650386,16.709511568123393,50.12853470437018,29.56298200514139,73.38236503856041
2018-10-01 00:00:00,418,2018-09-30 21:24:00,2018-10-01 04:19:00,99.2822966507177,415,3,65.25,195.75,154,0.7177033492822966,15.610047846889952,46.83014354066986,36.8421052631579,84.95306220095694
2018-10-02 00:00:00,412,2018-10-01 21:59:00,2018-10-02 04:36:00,96.35922330097087,397,15,68.5,205.5,123,3.6407766990291264,16.62621359223301,49.87864077669903,29.854368932038835,76.19407766990292
2018-10-02 00:00:00,406,2018-10-01 21:59:00,2018-10-02 04:36:00,97.78325123152709,397,9,68.5,205.5,123,2.2167487684729066,16.87192118226601,50.61576354679803,30.295566502463053,80.11349753694581
2018-10-04 00:00:00,335,2018-10-03 22:57:00,2018-10-04 04:16:00,95.22388059701493,319,16,47.5,142.5,129,4.776119402985074,14.17910447761194,42.53731343283582,38.507462686567166,59.93283582089552
2018-10-05 00:00:00,519,2018-10-04 20:12:00,2018-10-05 04:39:00,97.6878612716763,507,12,95.0,285.0,127,2.3121387283236996,18.304431599229286,54.91329479768786,24.470134874759154,84.89576107899808
2018-10-05 00:00:00,509,2018-10-04 20:12:00,2018-10-05 04:39:00,99.60707269155206,507,2,95.0,285.0,127,0.3929273084479371,18.664047151277014,55.99214145383104,24.95088408644401,91.36326129666011
2018-10-06 00:00:00,434,2018-10-06 00:49:00,2018-10-06 07:50:00,97.00460829493088,421,13,78.0,234.0,109,2.9953917050691246,17.972350230414747,53.91705069124424,25.11520737327189,83.86405529953917
2018-10-07 00:00:00,567,2018-10-06 21:20:00,2018-10-07 06:31:00,97.17813051146385,551,16,96.5,289.5,165,2.821869488536155,17.019400352733687,51.05820105820106,29.1005291005291,80.82522045855379
2018-10-08 00:00:00,472,2018-10-07 21:26:00,2018-10-08 05:17:00,99.78813559322033,471,1,82.0,246.0,143,0.211864406779661,17.372881355932204,52.11864406779661,30.296610169491526,90.28474576271186
2018-10-10 00:00:00,424,2018-10-09 21:53:00,2018-10-10 04:48:00,97.87735849056604,415,9,74.25,222.75,118,2.1226415094339623,17.51179245283019,52.535377358490564,27.830188679245282,83.82533018867925
2018-10-13 00:00:00,502,2018-10-12 22:26:00,2018-10-13 06:32:00,96.81274900398407,486,16,72.75,218.25,195,3.187250996015936,14.49203187250996,43.47609561752988,38.844621513944226,77.53964143426295
2018-10-14 00:00:00,370,2018-10-14 01:54:00,2018-10-14 08:04:00,94.05405405405405,348,22,53.25,159.75,135,5.945945945945946,14.391891891891891,43.17567567567568,36.486486486486484,61.24945945945946
2018-10-15 00:00:00,434,2018-10-14 21:37:00,2018-10-15 04:33:00,95.85253456221199,416,18,64.25,192.75,159,4.147465437788019,14.804147465437788,44.41244239631337,36.63594470046083,75.06539170506913
2018-10-16 00:00:00,519,2018-10-15 20:50:00,2018-10-16 05:26:00,99.42196531791907,516,3,101.25,303.75,111,0.5780346820809249,19.508670520231213,58.52601156069364,21.387283236994218,91.86127167630057
2018-10-16 00:00:00,524,2018-10-15 20:50:00,2018-10-16 05:26:00,98.47328244274809,516,8,101.25,303.75,111,1.5267175572519085,19.322519083969464,57.967557251908396,21.18320610687023,88.6192748091603
2018-10-17 00:00:00,465,2018-10-16 19:55:00,2018-10-17 03:30:00,97.84946236559139,455,10,68.75,206.25,180,2.150537634408602,14.78494623655914,44.354838709677416,38.70967741935484,81.52043010752689
2018-10-19 00:00:00,404,2018-10-18 22:47:00,2018-10-19 05:16:00,96.2871287128713,389,15,67.0,201.0,121,3.712871287128713,16.584158415841586,49.75247524752475,29.95049504950495,74.85940594059406
2018-10-19 00:00:00,398,2018-10-18 22:47:00,2018-10-19 05:16:00,97.73869346733669,389,9,67.0,201.0,121,2.2613065326633164,16.834170854271356,50.50251256281407,30.402010050251256,78.78442211055275
2018-10-21 00:00:00,548,2018-10-20 22:42:00,2018-10-21 07:31:00,96.53284671532846,529,19,100.0,300.0,129,3.4671532846715327,18.248175182481752,54.74452554744526,23.54014598540146,80.62262773722628
2018-10-22 00:00:00,510,2018-10-21 21:19:00,2018-10-22 05:44:00,99.01960784313725,505,5,78.5,235.5,191,0.9803921568627451,15.392156862745098,46.1764705882353,37.450980392156865,85.30980392156863
2018-10-23 00:00:00,461,2018-10-22 21:40:00,2018-10-23 05:02:00,95.87852494577007,442,19,68.5,205.5,168,4.1214750542299345,14.859002169197398,44.57700650759219,36.44251626898048,76.21670281995661
2018-10-23 00:00:00,450,2018-10-22 21:40:00,2018-10-23 05:02:00,98.22222222222223,442,8,68.5,205.5,168,1.7777777777777777,15.222222222222221,45.666666666666664,37.333333333333336,83.28888888888889
2018-10-24 00:00:00,449,2018-10-23 21:56:00,2018-10-24 05:14:00,97.55011135857461,438,11,74.25,222.75,141,2.4498886414253898,16.536748329621382,49.610244988864146,31.403118040089087,83.1977728285078
2018-10-24 00:00:00,453,2018-10-23 21:56:00,2018-10-24 05:14:00,96.6887417218543,438,15,74.25,222.75,141,3.3112582781456954,16.39072847682119,49.17218543046358,31.125827814569536,80.60794701986755
2018-10-25 00:00:00,526,2018-10-24 20:25:00,2018-10-25 04:50:00,96.00760456273764,505,21,93.25,279.75,132,3.9923954372623576,17.728136882129277,53.18441064638783,25.09505703422053,78.74657794676807
2018-10-26 00:00:00,442,2018-10-25 21:19:00,2018-10-26 04:29:00,97.28506787330316,430,12,71.0,213.0,146,2.7149321266968327,16.063348416289593,48.19004524886878,33.0316742081448,81.98235294117647
2018-10-27 00:00:00,457,2018-10-26 22:32:00,2018-10-27 06:04:00,98.90590809628009,452,5,76.5,229.5,146,1.0940919037199124,16.739606126914662,50.21881838074398,31.947483588621445,87.06148796498906
2018-10-28 00:00:00,541,2018-10-27 21:01:00,2018-10-28 04:48:00,97.41219963031423,527,14,88.0,264.0,175,2.587800369685767,16.266173752310536,48.79852125693161,32.34750462107209,81.04602587800369
2018-10-28 00:00:00,528,2018-10-27 21:01:00,2018-10-28 04:48:00,99.81060606060606,527,1,88.0,264.0,175,0.1893939393939394,16.666666666666668,50.0,33.14393939393939,89.36666666666667
2018-10-29 00:00:00,504,2018-10-28 19:58:00,2018-10-29 04:12:00,98.01587301587301,494,10,93.0,279.0,122,1.9841269841269842,18.452380952380953,55.357142857142854,24.206349206349206,86.28809523809524
2018-10-30 00:00:00,433,2018-10-29 20:59:00,2018-10-30 04:08:00,99.07621247113164,429,4,79.0,237.0,113,0.9237875288683602,18.244803695150114,54.73441108545035,26.09699769053118,89.61824480369515
2018-10-30 00:00:00,431,2018-10-29 20:59:00,2018-10-30 04:08:00,99.53596287703016,429,2,79.0,237.0,113,0.46403712296983757,18.329466357308586,54.988399071925755,26.218097447795824,90.92830626450116
2018-10-31 00:00:00,414,2018-10-30 21:20:00,2018-10-31 03:56:00,95.65217391304348,396,18,68.0,204.0,124,4.3478260869565215,16.42512077294686,49.27536231884058,29.95169082125604,73.97265700483092
